smyth-id,citation,author,work,loc
s1614,Lys. 28.4,L.,, 28.4
s1615,Plat. Prot. 311e,P.,Pr., 311e
s1615,Plat. Phaedo 102c,P.,Ph., 102c
s1616,Dem. 19.170,D.,, 19.170
s1618,Plat. Laws 681d,P.,L., 681d
s1618,Lys. 12.65,L.,, 12.65
s1620,Aeschin. 3.148,Aes.,, 3.148
s1620,Soph. El. 1034,S.,El., 1034
s1620,Plat. Apol. 19b,P.,A., 19b
s1620,Aeschin. 3.181,Aes.,, 3.181
s1620,Hom. Od. 3.1,H.,Od.,3.1
s1620,Xen. Ec. 7.3,X.,O., 7.3
s1621,Thuc. 4.64,T.,, 4.64
s1621,Isoc. 4.145,I.,, 4.145
s1621,Lys. 13.50,L.,, 13.50
s1621,Aeschin. 1.139,Aes.,, 1.139
s1621,Plat. Phaedrus 255a,P.,Phae., 255a
s1622,Lys. 5.3,L.,, 5.3
s1622,Aristoph. Wasps 696,Ar.,Vesp., 696
s1622,Xen. Ages. 10.1,X.,Ages., 10.1
s1622,Hdt. 8.61,Hdt.,, 8.61
s1623,Lys. 21.8,L.,, 21.8
s1624,Xen. Anab. 4.2.23,X.,A., 4.2.23
s1625,Dem. 18.70,D.,, 18.70
s1626,Xen. Cyrop. 7.5.13,X.,C., 7.5.13
s1627,Xen. Cyrop. 1.2.4,X.,C., 1.2.4
s1628,Aristoph. Cl. 641,Ar.,Nub., 641
s1628,Xen. Anab. 3.2.11,X.,A., 3.2.11
s1628,Plat. Apol. 37a,P.,A., 37a
s1628,Dem. 28.13,D.,, 28.13
s1628,Plat. Apol. 31c,P.,A., 31c
s1628,Xen. Ec. 19.16,X.,O., 19.16
s1628,Lys. 32.7,L.,, 32.7
s1628,Aesch. Ag. 1269,A.,Ag., 1269
s1628,Xen. Cyrop. 1.3.17,X.,C., 1.3.17
s1628,Xen. Anab. 1.3.14,X.,A., 1.3.14
s1631,Hom. Od. 6.224,H.,Od.,6.224
s1632,Thuc. 8.5,T.,, 8.5
s1632,Xen. Cyrop. 6.1.12,X.,C., 6.1.12
s1632,Hdt. 8.81,Hdt.,, 8.81
s1632,Plat. Menex. 236a,P.,Menex., 236a
s1632,Plat. Meno 87c,P.,Men., 87c
s1633,Thuc. 3.81,T.,, 3.81
s1634,Lys. 6.33,L.,, 6.33
s1634,Plat. Gorg. 460d,P.,G., 460d
s1635,Xen. Anab. 1.8.11,X.,A., 1.8.11
s1635,Thuc. 7.53,T.,, 7.53
s1635,Xen. Cyrop. 5.3.53,X.,C., 5.3.53
s1637,Hom. Od. 17.467,H.,Od.,17.467
s1637,Xen. Anab. 1.2.18,X.,A., 1.2.18
s1638,Hom. Od. 14.129,H.,Od.,14.129
s1642,Hom. Od. 21.93,H.,Od.,21.93
s1643,Hom. Il. 23.886,H.,Il.,23.886
s1649,Hom. Il. 11.486,H.,Il.,11.486
s1649,Xen. Anab. 6.4.26,X.,A., 6.4.26
s1653,Dem. 20.64,D.,, 20.64
s1654,Thuc. 1.137,T.,, 1.137
s1654,Dem. 18.236,D.,, 18.236
s1657,Plat. Laws 698a,P.,L., 698a
s1658,Thuc. 1.137,T.,, 1.137
s1658,Xen. Anab. 1.1.5,X.,A., 1.1.5
s1659,Xen. Ages. 1.32,X.,Ages., 1.32
s1659,Thuc. 7.71,T.,, 7.71
s1659,Xen. Anab. 1.2.2,X.,A., 1.2.2
s1659,Thuc. 1.110,T.,, 1.110
s1659,Xen. Hell. 2.2.17,X.,H., 2.2.17
s1660,Dem. 19.230,D.,, 19.230
s1660,Xen. Anab. 1.1.2,X.,A., 1.1.2
s1660,Aeschin. 3.159,Aes.,, 3.159
s1660,Xen. Anab. 1.2.18,X.,A., 1.2.18
s1660,Xen. Hell. 4.4.10,X.,H., 4.4.10
s1661,Xen. Cyrop. 6.1.14,X.,C., 6.1.14
s1661,Plat. Phaedo 78b,P.,Ph., 78b
s1661,Dem. 1.15,D.,, 1.15
s1662,Thuc. 1.64,T.,, 1.64
s1663,Thuc. 1.35,T.,, 1.35
s1663,Thuc. 2.34,T.,, 2.34
s1663,Eur. Phoen. 1665,E.,Phoen., 1665
s1663,Xen. Anab. 1.2.11,X.,A., 1.2.11
s1663,Plat. Phaedrus 263b,P.,Phae., 263b
s1663,Plat. Rep. 456d,P.,R., 456d
s1664,Plat. Criti. 115c,P.,Criti., 115c
s1665,Plat. Phileb. 49a,P.,Phil., 49a
s1665,Plat. Apol. 19c,P.,A., 19c
s1665,Plat. Euthyph. 4e,P.,Euth., 4e
s1666,Thuc. 7.33,T.,, 7.33
s1667,Soph. OT 734,S.,O. T., 734
s1667,Plat. Tim. 18c,P.,Tim., 18c
s1667,Thuc. 3.10,T.,, 3.10
s1668,Xen. Anab. 1.1.7,X.,A., 1.1.7
s1668,Dem. 21.114,D.,, 21.114
s1669,Plat. Menex. 246d,P.,Menex., 246d
s1670,Plat. Lach. 183c,P.,Lach., 183c
s1670,Thuc. 2.63,T.,, 2.63
s1671,Plat. Rep. 423d,P.,R., 423d
s1671,Dem. 21.155,D.,, 21.155
s1671,Plat. Euthyph. 10c,P.,Euth., 10c
s1673,Plat. Rep. 414e,P.,R., 414e
s1673,Aristoph. Lys. 993,Ar.,Lys., 993
s1673,Dem. 19.263,D.,, 19.263
s1673,Thuc. 3.44,T.,, 3.44
s1674,Thuc. 7.32,T.,, 7.32
s1674,Dem. 18.49,D.,, 18.49
s1674,Xen. Hell. 6.5.10,X.,H., 6.5.10
s1681,Xen. Cyrop. 5.5.44,X.,C., 5.5.44
s1681,Xen. Anab. 2.2.14,X.,A., 2.2.14
s1681,Plat. Theaet. 170c,P.,Th., 170c
s1681,Xen. Anab. 1.8.1,X.,A., 1.8.1
s1681,Hom. Il. 18.30,H.,Il.,18.30
s1681,Xen. Anab. 1.2.3,X.,A., 1.2.3
s1681,Hdt. 6.62,Hdt.,, 6.62
s1681,Hom. Il. 11.527,H.,Il.,11.527
s1681,Xen. Anab. 4.5.17,X.,A., 4.5.17
s1681,Eur. Hec. 580,E.,Hec., 580
s1681,Hdt. 8.104,Hdt.,, 8.104
s1681,Eur. Orest. 825,E.,Or., 825
s1682,Xen. Anab. 1.10.15,X.,A., 1.10.15
s1682,Hdt. 1.194,Hdt.,, 1.194
s1682,Hom. Il. 14.80,H.,Il.,14.80
s1682,Xen. Anab. 3.4.21,X.,A., 3.4.21
s1682,Xen. Cyrop. 1.2.8,X.,C., 1.2.8
s1682,Plat. Phaedo 110d,P.,Ph., 110d
s1683,Soph. OC 1326,S.,O. C., 1326
s1683,Soph. El. 585,S.,El., 585
s1683,Plat. Menex. 237a,P.,Menex., 237a
s1683,Xen. Anab. 4.7.6,X.,A., 4.7.6
s1683,Thuc. 4.20,T.,, 4.20
s1683,Xen. Anab. 1.7.4,X.,A., 1.7.4
s1684,Xen. Anab. 1.1.9,X.,A., 1.1.9
s1684,Thuc. 7.29,T.,, 7.29
s1684,Thuc. 1.66,T.,, 1.66
s1684,Isoc. 12.81,I.,, 12.81
s1684,Thuc. 6.40,T.,, 6.40
s1684,Lys. 21.10,L.,, 21.10
s1684,Thuc. 3.10,T.,, 3.10
s1684,Thuc. 2.25,T.,, 2.25
s1684,Thuc. 1.7,T.,, 1.7
s1684,Thuc. 1.17,T.,, 1.17
s1684,Lys. 5.8,L.,, 5.8
s1684,Xen. Anab. 6.3.23,X.,A., 6.3.23
s1684,Xen. Anab. 6.3.18,X.,A., 6.3.18
s1684,Xen. Anab. 1.8.28,X.,A., 1.8.28
s1684,Thuc. 8.93,T.,, 8.93
s1685,Isoc. 5.92,I.,, 5.92
s1685,Thuc. 2.2,T.,, 2.2
s1685,Thuc. 2.89,T.,, 2.89
s1685,Dem. 39.32,D.,, 39.32
s1685,Plat. Lysis 218e,P.,Lys., 218e
s1685,Dem. 6.34,D.,, 6.34
s1685,Thuc. 3.94,T.,, 3.94
s1685,Dem. 18.33,D.,, 18.33
s1685,Plat. Theaet. 184c,P.,Th., 184c
s1685,Thuc. 3.98,T.,, 3.98
s1685,Thuc. 4.36,T.,, 4.36
s1685,Plat. Rep. 609e,P.,R., 609e
s1685,Plat. Menex. 247b,P.,Menex., 247b
s1685,Xen. Cyrop. 3.3.52,X.,C., 3.3.52
s1685,Dem. 18.249,D.,, 18.249
s1685,Lys. 1.12,L.,, 1.12
s1685,Xen. Anab. 3.2.8,X.,A., 3.2.8
s1685,Thuc. 4.8,T.,, 4.8
s1685,Hom. Il. 4.481,H.,Il.,4.481
s1685,Xen. Hiero 2.8,X.,Hi., 2.8
s1685,Xen. Cyrop. 1.4.25,X.,C., 1.4.25
s1685,Xen. Anab. 4.6.22,X.,A., 4.6.22
s1685,Thuc. 2.49,T.,, 2.49
s1685,Thuc. 2.13,T.,, 2.13
s1685,Aeschin. 3.220,Aes.,, 3.220
s1685,Dem. 48.15,D.,, 48.15
s1685,Aeschin. 3.162,Aes.,, 3.162
s1685,Thuc. 6.34,T.,, 6.34
s1685,Thuc. 3.21,T.,, 3.21
s1686,Xen. Cyrop. 3.1.8,X.,C., 3.1.8
s1686,Xen. Anab. 1.8.5,X.,A., 1.8.5
s1686,Xen. Cyrop. 3.3.6,X.,C., 3.3.6
s1686,Plat. Gorg. 519e,P.,G., 519e
s1686,Xen. Anab. 3.4.17,X.,A., 3.4.17
s1686,Xen. Hell. 6.1.8,X.,H., 6.1.8
s1686,Thuc. 8.29,T.,, 8.29
s1686,Lys. 16.2,L.,, 16.2
s1686,Thuc. 3.1,T.,, 3.1
s1686,Xen. Cyrop. 3.1.42,X.,C., 3.1.42
s1686,Hdt. 1.52,Hdt.,, 1.52
s1686,Thuc. 3.109,T.,, 3.109
s1686,Thuc. 2.51,T.,, 2.51
s1686,Thuc. 1.9,T.,, 1.9
s1686,Thuc. 6.2,T.,, 6.2
s1686,Lys. 16.5,L.,, 16.5
s1687,Thuc. 2.35,T.,, 2.35
s1687,Thuc. 1.55,T.,, 1.55
s1687,Plat. Rep. 603c,P.,R., 603c
s1687,Lys. 19.29,L.,, 19.29
s1687,Thuc. 1.77,T.,, 1.77
s1687,Eur. Hipp. 1320,E.,Hipp., 1320
s1687,Xen. Anab. 1.3.21,X.,A., 1.3.21
s1687,Xen. Anab. 1.5.17,X.,A., 1.5.17
s1687,Xen. Ages. 7.5,X.,Ages., 7.5
s1687,Dem. 9.56,D.,, 9.56
s1687,Dem. 8.74,D.,, 8.74
s1687,Plat. Laws 631b,P.,L., 631b
s1687,Lys. 1.24,L.,, 1.24
s1687,Xen. Anab. 4.8.22,X.,A., 4.8.22
s1687,Dem. 18.193,D.,, 18.193
s1687,Thuc. 1.128,T.,, 1.128
s1688,Plat. Gorg. 525e,P.,G., 525e
s1688,Thuc. 2.3,T.,, 2.3
s1688,Dem. 24.28,D.,, 24.28
s1688,Plat. Rep. 616c,P.,R., 616c
s1688,Xen. Anab. 6.6.11,X.,A., 6.6.11
s1688,Thuc. 1.75,T.,, 1.75
s1688,Thuc. 1.123,T.,, 1.123
s1688,Xen. Anab. 1.1.6,X.,A., 1.1.6
s1688,Plat. Phaedrus 246a,P.,Phae., 246a
s1688,Dem. 19.133,D.,, 19.133
s1688,Plat. Apol. 37d,P.,A., 37d
s1688,Xen. Anab. 4.6.21,X.,A., 4.6.21
s1688,Xen. Anab. 1.7.12,X.,A., 1.7.12
s1688,Thuc. 2.49,T.,, 2.49
s1689,Isoc. 6.8,I.,, 6.8
s1689,Dem. 8.5,D.,, 8.5
s1689,Plat. Prot. 312b,P.,Pr., 312b
s1689,Thuc. 3.63,T.,, 3.63
s1689,Plat. Apol. 41a,P.,A., 41a
s1689,Xen. Anab. 1.4.11,X.,A., 1.4.11
s1689,Xen. Cyrop. 7.5.8,X.,C., 7.5.8
s1689,Plat. Criti. 112e,P.,Criti., 112e
s1689,Dem. 21.41,D.,, 21.41
s1689,Xen. Cyrop. 6.2.9,X.,C., 6.2.9
s1689,Thuc. 6.74,T.,, 6.74
s1689,Lys. 13.58,L.,, 13.58
s1689,Xen. Cyrop. 5.3.56,X.,C., 5.3.56
s1689,Xen. Cyrop. 7.1.1,X.,C., 7.1.1
s1689,Xen. Mem. 3.14.2,X.,M., 3.14.2
s1689,Xen. Ec. 4.21,X.,O., 4.21
s1689,Plat. Apol. 27b,P.,A., 27b
s1689,Xen. Cyrop. 2.3.7,X.,C., 2.3.7
s1689,Plat. Menex. 246d,P.,Menex., 246d
s1689,Xen. Cyrop. 6.1.6,X.,C., 6.1.6
s1689,Xen. Cyrop. 7.2.1,X.,C., 7.2.1
s1689,Hom. Od. 3.8,H.,Od.,3.8
s1689,Aeschin. 3.178,Aes.,, 3.178
s1689,Thuc. 7.86,T.,, 7.86
s1689,Lys. 21.6,L.,, 21.6
s1689,Dem. 8.14,D.,, 8.14
s1689,Isoc. 8.114,I.,, 8.114
s1689,Xen. Anab. 2.4.10,X.,A., 2.4.10
s1689,Dem. 18.247,D.,, 18.247
s1689,Thuc. 1.56,T.,, 1.56
s1689,Xen. Anab. 7.3.34,X.,A., 7.3.34
s1689,Dem. 22.15,D.,, 22.15
s1690,Dem. 20.73,D.,, 20.73
s1690,Thuc. 6.31,T.,, 6.31
s1690,Plat. Apol. 17b,P.,A., 17b
s1690,Dem. 8.2,D.,, 8.2
s1690,Thuc. 1.122,T.,, 1.122
s1690,Thuc. 6.64,T.,, 6.64
s1690,Aeschin. 3.187,Aes.,, 3.187
s1690,Thuc. 1.79,T.,, 1.79
s1690,Thuc. 3.32,T.,, 3.32
s1690,Hdt. 6.79,Hdt.,, 6.79
s1690,Thuc. 1.60,T.,, 1.60
s1690,Xen. Anab. 1.10.4,X.,A., 1.10.4
s1690,Xen. Cyrop. 1.2.16,X.,C., 1.2.16
s1690,Xen. Cyrop. 3.3.64,X.,C., 3.3.64
s1690,Xen. Anab. 4.2.17,X.,A., 4.2.17
s1690,Lys. 2.32,L.,, 2.32
s1690,Hom. Il. 23.100,H.,Il.,23.100
s1690,Plat. Rep. 398a,P.,R., 398a
s1690,Plat. Laws 909b,P.,L., 909b
s1690,Plat. Apol. 37b,P.,A., 37b
s1690,Aeschin. 3.50,Aes.,, 3.50
s1690,Thuc. 5.47,T.,, 5.47
s1690,Hdt. 4.44,Hdt.,, 4.44
s1690,Xen. Cyrop. 4.6.5,X.,C., 4.6.5
s1691,Lys. 2.55,L.,, 2.55
s1691,Hom. Od. 3.30,H.,Od.,3.30
s1691,Thuc. 2.68,T.,, 2.68
s1691,Thuc. 1.138,T.,, 1.138
s1691,Hom. Il. 4.245,H.,Il.,4.245
s1691,Hom. Od. 17.467,H.,Od.,17.467
s1691,Thuc. 7.75,T.,, 7.75
s1691,Xen. Cyrop. 8.3.1,X.,C., 8.3.1
s1691,Thuc. 2.15,T.,, 2.15
s1691,Thuc. 3.66,T.,, 3.66
s1691,Dem. 9.24,D.,, 9.24
s1691,Xen. Anab. 1.7.10,X.,A., 1.7.10
s1691,Plat. Rep. 359e,P.,R., 359e
s1691,Dem. 3.36,D.,, 3.36
s1692,Plat. Phaedo 107a,P.,Ph., 107a
s1692,Xen. Anab. 6.6.11,X.,A., 6.6.11
s1692,Dem. 5.2,D.,, 5.2
s1692,Aeschin. 3.170,Aes.,, 3.170
s1692,Dem. 18.13,D.,, 18.13
s1692,Isoc. 7.6,I.,, 7.6
s1692,Dem. 18.232,D.,, 18.232
s1692,Dem. 23.20,D.,, 23.20
s1692,Thuc. 2.8,T.,, 2.8
s1692,Dem. 18.265,D.,, 18.265
s1692,Thuc. 4.6,T.,, 4.6
s1692,Dem. 4.11,D.,, 4.11
s1692,Xen. Cyrop. 1.4.18,X.,C., 1.4.18
s1692,Xen. Anab. 4.3.1,X.,A., 4.3.1
s1692,Thuc. 6.13,T.,, 6.13
s1692,Xen. Anab. 2.1.6,X.,A., 2.1.6
s1692,Xen. Anab. 3.4.8,X.,A., 3.4.8
s1692,Thuc. 2.92,T.,, 2.92
s1692,Dem. 2.1,D.,, 2.1
s1692,Isoc. 4.26,I.,, 4.26
s1692,Lys. 30.12,L.,, 30.12
s1692,Xen. Cyrop. 2.2.6,X.,C., 2.2.6
s1692,Xen. Anab. 7.2.25,X.,A., 7.2.25
s1692,Aeschin. 3.240,Aes.,, 3.240
s1692,Xen. Anab. 1.5.16,X.,A., 1.5.16
s1692,Xen. Cyrop. 1.6.10,X.,C., 1.6.10
s1692,Xen. Cyrop. 4.5.25,X.,C., 4.5.25
s1692,Xen. Cyrop. 1.2.8,X.,C., 1.2.8
s1693,Aesch. Pers. 694,A.,Pers., 694
s1693,Xen. Hell. 2.3.53,X.,H., 2.3.53
s1693,Thuc. 1.13,T.,, 1.13
s1693,Plat. Crito 50d,P.,Cr., 50d
s1693,Isoc. 9.4,I.,, 9.4
s1693,Thuc. 6.101,T.,, 6.101
s1693,Plat. Crat. 440c,P.,Crat., 440c
s1693,Thuc. 2.23,T.,, 2.23
s1693,Thuc. 7.53,T.,, 7.53
s1693,Hom. Od. 5.130,H.,Od.,5.130
s1693,Thuc. 2.11,T.,, 2.11
s1693,Hom. Od. 18.248,H.,Od.,18.248
s1693,Plat. Prot. 360e,P.,Pr., 360e
s1693,Thuc. 5.55,T.,, 5.55
s1693,Xen. Cyrop. 1.4.22,X.,C., 1.4.22
s1693,Thuc. 6.69,T.,, 6.69
s1693,Xen. Ways 1.7,X.,Vect., 1.7
s1693,Xen. Anab. 1.5.8,X.,A., 1.5.8
s1694,Isoc. 5.138,I.,, 5.138
s1694,Plat. Rep. 361e,P.,R., 361e
s1694,Soph. OT 10,S.,O. T., 10
s1694,Xen. Anab. 1.7.13,X.,A., 1.7.13
s1694,Xen. Cyrop. 6.2.36,X.,C., 6.2.36
s1694,Xen. Cyrop. 8.8.4,X.,C., 8.8.4
s1695,Thuc. 2.68,T.,, 2.68
s1695,Dem. 18.36,D.,, 18.36
s1695,Thuc. 1.13,T.,, 1.13
s1695,Xen. Hell. 3.2.31,X.,H., 3.2.31
s1695,Dem. 21.44,D.,, 21.44
s1695,Xen. Cyrop. 6.3.20,X.,C., 6.3.20
s1695,Dem. 4.51,D.,, 4.51
s1695,Xen. Cyrop. 8.4.29,X.,C., 8.4.29
s1695,Isoc. 4.76,I.,, 4.76
s1695,Thuc. 3.37,T.,, 3.37
s1695,Plat. Phaedo 69a,P.,Ph., 69a
s1695,Isoc. 5.32,I.,, 5.32
s1695,Thuc. 4.87,T.,, 4.87
s1695,Xen. Cyrop. 6.4.19,X.,C., 6.4.19
s1695,Xen. Hell. 2.4.21,X.,H., 2.4.21
s1695,Xen. Anab. 2.6.10,X.,A., 2.6.10
s1695,Xen. Hell. 4.4.18,X.,H., 4.4.18
s1695,Aeschin. 3.169,Aes.,, 3.169
s1695,Xen. Anab. 1.2.11,X.,A., 1.2.11
s1695,Xen. Hell. 7.1.17,X.,H., 7.1.17
s1695,Xen. Hell. 2.4.6,X.,H., 2.4.6
s1695,Thuc. 6.49,T.,, 6.49
s1695,Xen. Anab. 2.2.4,X.,A., 2.2.4
s1695,Dem. 19.127,D.,, 19.127
s1695,Thuc. 7.57,T.,, 7.57
s1695,Dem. 39.22,D.,, 39.22
s1695,Xen. Anab. 7.6.6,X.,A., 7.6.6
s1695,Thuc. 3.6,T.,, 3.6
s1695,Thuc. 3.57,T.,, 3.57
s1696,Xen. Mem. 4.4.2,X.,M., 4.4.2
s1696,Xen. Anab. 1.2.18,X.,A., 1.2.18
s1696,Xen. Cyrop. 8.7.13,X.,C., 8.7.13
s1696,Xen. Cyrop. 5.3.5,X.,C., 5.3.5
s1696,Dem. 28.13,D.,, 28.13
s1696,Xen. Cyrop. 6.1.49,X.,C., 6.1.49
s1697,Hom. Od. 13.63,H.,Od.,13.63
s1697,Plat. Laws 839d,P.,L., 839d
s1697,Xen. Cyrop. 3.3.47,X.,C., 3.3.47
s1697,Thuc. 1.41,T.,, 1.41
s1697,Xen. Anab. 1.1.9,X.,A., 1.1.9
s1697,Dem. 6.35,D.,, 6.35
s1697,Plat. Laws 642c,P.,L., 642c
s1697,Dem. 8.44,D.,, 8.44
s1697,Xen. Cyrop. 3.3.14,X.,C., 3.3.14
s1697,Xen. Anab. 1.10.12,X.,A., 1.10.12
s1697,Thuc. 4.25,T.,, 4.25
s1697,Thuc. 7.71,T.,, 7.71
s1698,Plat. Lach. 184e,P.,Lach., 184e
s1698,Xen. Cyrop. 8.1.6,X.,C., 8.1.6
s1698,Dem. 18.40,D.,, 18.40
s1698,Xen. Anab. 1.10.14,X.,A., 1.10.14
s1698,Hom. Il. 18.333,H.,Il.,18.333
s1698,Thuc. 2.92,T.,, 2.92
s1698,Isoc. 4.108,I.,, 4.108
s1698,Hdt. 9.58,Hdt.,, 9.58
s1698,Isoc. 4.177,I.,, 4.177
s1698,Thuc. 4.60,T.,, 4.60
s1698,Plat. Phileb. 38c,P.,Phil., 38c
s1698,Xen. Anab. 7.4.5,X.,A., 7.4.5
s1698,Thuc. 3.33,T.,, 3.33
s1698,Xen. Mem. 4.4.4,X.,M., 4.4.4
s1698,Thuc. 5.70,T.,, 5.70
s1698,Xen. Anab. 3.4.25,X.,A., 3.4.25
s1698,Thuc. 1.76,T.,, 1.76
s1698,Thuc. 6.37,T.,, 6.37
s1698,Xen. Anab. 1.5.5,X.,A., 1.5.5
s1698,Dem. 19.32,D.,, 19.32
s1698,Xen. Anab. 7.7.23,X.,A., 7.7.23
s1698,Thuc. 5.2,T.,, 5.2
s1698,Xen. Anab. 2.5.14,X.,A., 2.5.14
s1698,Plat. Apol. 18b,P.,A., 18b
s1698,Xen. Anab. 6.4.25,X.,A., 6.4.25
s1698,Hom. Od. 9.140,H.,Od.,9.140
s1698,Lys. 5.7,L.,, 5.7
s1700,Xen. Anab. 2.4.27,X.,A., 2.4.27
s1700,Plat. Rep. 529a,P.,R., 529a
s1709,Dem. 45.26,D.,, 45.26
s1709,Thuc. 2.12,T.,, 2.12
s1709,Xen. Anab. 1.8.1,X.,A., 1.8.1
s1710,Thuc. 3.2,T.,, 3.2
s1710,Soph. Aj. 1092,S.,Aj., 1092
s1711,Xen. Anab. 1.4.10,X.,A., 1.4.10
s1717,Xen. Cyrop. 7.3.6,X.,C., 7.3.6
s1720,Dem. 8.46,D.,, 8.46
s1720,Thuc. 6.98,T.,, 6.98
s1721,Xen. Anab. 7.4.16,X.,A., 7.4.16
s1721,Thuc. 2.78,T.,, 2.78
s1721,Xen. Hell. 2.4.7,X.,H., 2.4.7
s1721,Thuc. 4.9,T.,, 4.9
s1721,Lys. 1.6,L.,, 1.6
s1723,Dem. 21.103,D.,, 21.103
s1723,Aeschin. 3.233,Aes.,, 3.233
s1723,Plat. Phaedrus 257d,P.,Phae., 257d
s1723,Thuc. 4.38,T.,, 4.38
s1723,Dem. 19.29,D.,, 19.29
s1724,Plat. Rep. 393c,P.,R., 393c
s1724,Xen. Anab. 1.8.29,X.,A., 1.8.29
s1724,Dem. 18.66,D.,, 18.66
s1725,Xen. Cyrop. 1.6.2,X.,C., 1.6.2
s1726,Xen. Cyrop. 7.4.5,X.,C., 7.4.5
s1726,Lys. 21.14,L.,, 21.14
s1726,Thuc. 1.6,T.,, 1.6
s1727,Xen. Mem. 3.5.16,X.,M., 3.5.16
s1727,Plat. Phaedrus 263a,P.,Phae., 263a
s1732,Thuc. 7.15,T.,, 7.15
s1733,Plat. Crito 44b,P.,Cr., 44b
s1734,Xen. Mem. 4.4.19,X.,M., 4.4.19
s1734,Lys. 4.11,L.,, 4.11
s1734,Thuc. 1.144,T.,, 1.144
s1735,Xen. Cyrop. 7.1.38,X.,C., 7.1.38
s1736,Plat. Phileb. 58c,P.,Phil., 58c
s1736,Plat. Crito 48d,P.,Cr., 48d
s1738,Thuc. 3.40,T.,, 3.40
s1738,Dem. 23.80,D.,, 23.80
s1738,Plat. Rep. 361e,P.,R., 361e
s1744,Plat. Menex. 243e,P.,Menex., 243e
s1745,Isoc. 5.49,I.,, 5.49
s1745,Xen. Mem. 4.2.33,X.,M., 4.2.33
s1745,Hom. Od. 2.5,H.,Od.,2.5
s1745,Xen. Anab. 5.7.12,X.,A., 5.7.12
s1745,Lys. 13.39,L.,, 13.39
s1745,Xen. Hell. 5.2.36,X.,H., 5.2.36
s1745,Thuc. 3.61,T.,, 3.61
s1746,Antiph. 1.31,Ant.,, 1.31
s1748,Thuc. 5.37,T.,, 5.37
s1748,Thuc. 1.126,T.,, 1.126
s1748,Hdt. 7.10,Hdt.,, 7.10
s1748,Xen. Cyrop. 6.3.3,X.,C., 6.3.3
s1748,Xen. Anab. 2.6.1,X.,A., 2.6.1
s1749,Xen. Hell. 2.4.3,X.,H., 2.4.3
s1749,Dem. 18.265,D.,, 18.265
s1749,Xen. Anab. 5.8.20,X.,A., 5.8.20
s1749,Antiph. 5.75,Ant.,, 5.75
s1749,Lys. 6.5,L.,, 6.5
s1749,Thuc. 7.77,T.,, 7.77
s1750,Thuc. 1.46,T.,, 1.46
s1750,Antiph. 5.70,Ant.,, 5.70
s1752,Xen. Cyrop. 1.6.45,X.,C., 1.6.45
s1752,Plat. Apol. 35d,P.,A., 35d
s1752,Xen. Hell. 4.8.20,X.,H., 4.8.20
s1752,Plat. Gorg. 519c,P.,G., 519c
s1752,Dem. 57.47,D.,, 57.47
s1752,Isoc. 1.36,I.,, 1.36
s1752,Thuc. 8.68,T.,, 8.68
s1752,Xen. Hell. 6.4.37,X.,H., 6.4.37
s1752,Xen. Cyrop. 7.1.48,X.,C., 7.1.48
s1752,Plat. Apol. 29c,P.,A., 29c
s1752,Lys. 8.3,L.,, 8.3
s1752,Dem. 18.46,D.,, 18.46
s1752,Andoc. 4.28,And.,, 4.28
s1756,Dem. 53.6,D.,, 53.6
s1764,Eur. Med. 941,E.,Med., 941
s1764,Xen. Anab. 1.3.6,X.,A., 1.3.6
s1764,Dem. 1.14,D.,, 1.14
s1765,Xen. Anab. 4.6.13,X.,A., 4.6.13
s1765,Soph. OT 339,S.,O. T., 339
s1766,Soph. El. 1482,S.,El., 1482
s1766,Dem. 21.51,D.,, 21.51
s1766,Plat. Gorg. 479a,P.,G., 479a
s1766,Plat. Rep. 579d,P.,R., 579d
s1766,Plat. Soph. 255c,P.,Soph., 255c
s1766,Plat. Rep. 353c,P.,R., 353c
s1766,Xen. Anab. 3.2.24,X.,A., 3.2.24
s1766,Xen. Cyrop. 5.4.29,X.,C., 5.4.29
s1767,Dem. 31.9,D.,, 31.9
s1767,Dem. 22.17,D.,, 22.17
s1771,Dem. 18.274,D.,, 18.274
s1771,Eur. Med. 386,E.,Med., 386
s1772,Plat. Meno 89c,P.,Men., 89c
s1772,Plat. Euthyd. 290e,P.,Eu., 290e
s1773,Thuc. 8.35,T.,, 8.35
s1773,Xen. Anab. 5.8.2,X.,A., 5.8.2
s1773,Xen. Mem. 1.1.5,X.,M., 1.1.5
s1775,Eur. Hipp. 297,E.,Hipp., 297
s1775,Thuc. 6.78,T.,, 6.78
s1775,Soph. Phil. 418,S.,Ph., 418
s1776,Xen. Anab. 7.6.23,X.,A., 7.6.23
s1776,Plat. Euthyd. 304d,P.,Eu., 304d
s1776,Dem. 3.17,D.,, 3.17
s1779,Dem. 19.124,D.,, 19.124
s1779,Dem. 18.190,D.,, 18.190
s1780,Eur. El. 1061,E.,El., 1061
s1780,Xen. Mem. 1.2.46,X.,M., 1.2.46
s1781,Soph. Phil. 969,S.,Ph., 969
s1781,Xen. Anab. 2.1.4,X.,A., 2.1.4
s1782,Aristoph. Frogs 866,Ar.,Ran., 866
s1784,Thuc. 7.55,T.,, 7.55
s1784,Dem. 9.68,D.,, 9.68
s1784,Xen. Cyrop. 7.1.38,X.,C., 7.1.38
s1784,Hom. Il. 4.421,H.,Il.,4.421
s1784,Xen. Cyrop. 8.1.33,X.,C., 8.1.33
s1786,Dem. 18.224,D.,, 18.224
